Car_id,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ,Body Style,Dealer_Region
C_CND_012732,4/12/2023,Male,13500,Star Enterprises Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,Hatchback,Pasco
C_CND_012733,4/12/2023,Male,436000,Diehl Motor CO Inc,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hardtop,Middletown
C_CND_012734,4/12/2023,Male,608000,Tri-State Mack Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Scottsdale
C_CND_012735,4/12/2023,Male,705000,U-Haul CO,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,Sedan,Austin
C_CND_012736,4/12/2023,Female,677000,Progressive Shippers Cooperative Association No,Jaguar,S-Type,Overhead Camshaft,Manual,Red,45000,Passenger,Janesville
C_CND_012737,4/12/2023,Male,320500,Rabun Used Car Sales,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62500,Hatchback,Scottsdale
C_CND_012738,4/12/2023,Male,13500,Progressive Shippers Cooperative Association No,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Janesville
C_CND_012739,4/12/2023,Male,725000,Scrivener Performance Engineering,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,44000,Hatchback,Greenville
C_CND_012740,4/12/2023,Male,676500,Star Enterprises Inc,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,20500,Passenger,Pasco
C_CND_012741,4/12/2023,Male,502000,Suburban Ford,BMW,328i,Overhead Camshaft,Manual,Black,69000,Sedan,Janesville
C_CND_012742,4/12/2023,Male,721000,Tri-State Mack Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,27000,Passenger,Scottsdale
C_CND_012743,4/12/2023,Female,440000,U-Haul CO,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,71001,Passenger,Austin
C_CND_012744,4/12/2023,Male,1048000,Progressive Shippers Cooperative Association No,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Black,26801,Hatchback,Janesville
C_CND_012745,4/12/2023,Male,13500,Hatfield Volkswagen,Dodge,Caravan,Overhead Camshaft,Manual,Red,24000,Hardtop,Pasco
C_CND_012746,4/12/2023,Male,1000000,Race Car Help,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Sedan,Austin
C_CND_012747,4/12/2023,Male,580000,Ryder Truck Rental and Leasing,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41001,SUV,Middletown
C_CND_012748,4/12/2023,Male,840000,Saab-Belle Dodge,Ford,Escort,Overhead Camshaft,Manual,Black,11001,Passenger,Aurora
C_CND_012749,4/12/2023,Male,335000,Scrivener Performance Engineering,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,SUV,Greenville
C_CND_012750,4/12/2023,Male,637500,Capitol KIA,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,31501,Hatchback,Scottsdale
C_CND_012751,4/12/2023,Male,13500,Saab-Belle Dodge,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25000,Hardtop,Aurora
C_CND_012752,4/12/2023,Male,1025000,Suburban Ford,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45500,Hardtop,Janesville
C_CND_012753,4/12/2023,Male,755000,Classic Chevy,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,20001,Passenger,Aurora
C_CND_012754,4/12/2023,Male,965000,Clay Johnson Auto Sales,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Red,35001,Sedan,Greenville
C_CND_012755,4/12/2023,Female,670000,Diehl Motor CO Inc,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9001,Hatchback,Pasco
C_CND_012756,4/12/2023,Male,826000,Tri-State Mack Inc,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Black,16000,Hardtop,Scottsdale
C_CND_012757,4/12/2023,Female,793000,Gartner Buick Hyundai Saab,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26001,Sedan,Scottsdale
C_CND_012758,4/12/2023,Male,785000,Clay Johnson Auto Sales,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Hardtop,Austin
C_CND_012759,4/12/2023,Male,13500,Iceberg Rentals,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,Hatchback,Janesville
C_CND_012760,4/12/2023,Male,1341000,McKinney Dodge Chrysler Jeep,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14101,Sedan,Scottsdale
C_CND_012761,4/13/2023,Male,1350000,Iceberg Rentals,Volvo,S80,Overhead Camshaft,Manual,Red,25000,Sedan,Janesville
C_CND_012762,4/13/2023,Male,485000,Chrysler Plymouth,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,Hardtop,Janesville
C_CND_012763,4/13/2023,Male,577000,Rabun Used Car Sales,Plymouth,Voyager,Overhead Camshaft,Manual,Red,12000,Passenger,Scottsdale
C_CND_012764,4/13/2023,Female,630000,Star Enterprises Inc,Ford,Mustang,Overhead Camshaft,Manual,Red,43001,Hatchback,Pasco
C_CND_012765,4/13/2023,Female,850000,Motor Vehicle Branch Office,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,27001,Passenger,Austin
C_CND_012766,4/14/2023,Female,13500,McKinney Dodge Chrysler Jeep,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,SUV,Scottsdale
C_CND_012767,4/14/2023,Female,13500,Motor Vehicle Branch Office,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,SUV,Austin
C_CND_012768,4/14/2023,Male,752000,Nebo Chevrolet,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Red,17000,Hatchback,Middletown
C_CND_012769,4/14/2023,Male,570000,New Castle Ford Lincoln Mercury,Mercedes-B,S-Class,Overhead Camshaft,Manual,Red,21000,SUV,Aurora
C_CND_012770,4/14/2023,Male,1460000,Pars Auto Sales,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Red,28000,Hatchback,Greenville
C_CND_012771,4/14/2023,Male,1320500,Hatfield Volkswagen,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Red,12050,Hatchback,Pasco
C_CND_012772,4/14/2023,Female,1280000,Iceberg Rentals,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,SUV,Janesville
C_CND_012773,4/14/2023,Male,13500,McKinney Dodge Chrysler Jeep,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,Passenger,Scottsdale
C_CND_012774,4/14/2023,Male,1100000,Motor Vehicle Branch Office,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,Hatchback,Austin
C_CND_012775,4/14/2023,Male,1250000,Tri-State Mack Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,82001,Hardtop,Scottsdale
C_CND_012776,4/14/2023,Female,938000,Pars Auto Sales,Plymouth,Breeze,Overhead Camshaft,Manual,Pale White,16000,Hardtop,Greenville
C_CND_012777,4/14/2023,Female,450000,Ryder Truck Rental and Leasing,BMW,328i,Overhead Camshaft,Manual,Red,21000,Sedan,Middletown
C_CND_012778,4/14/2023,Male,230000,Saab-Belle Dodge,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,Passenger,Aurora
C_CND_012779,4/14/2023,Female,720000,Scrivener Performance Engineering,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Red,35000,Hardtop,Greenville
C_CND_012780,4/14/2023,Male,765500,Star Enterprises Inc,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11500,Sedan,Pasco
C_CND_012781,4/14/2023,Male,893000,Suburban Ford,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41001,Sedan,Janesville
C_CND_012782,4/14/2023,Male,750000,Pars Auto Sales,Saturn,SC,Overhead Camshaft,Manual,Red,61000,Hardtop,Greenville
C_CND_012783,4/14/2023,Male,646000,U-Haul CO,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21000,Hatchback,Austin
C_CND_012784,4/14/2023,Male,13500,Buddy Storbeck's Diesel Service Inc,Dodge,Durango,Overhead Camshaft,Manual,Black,22000,SUV,Middletown
C_CND_012785,4/14/2023,Male,13500,C & M Motors Inc,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,22000,SUV,Aurora
C_CND_012786,4/14/2023,Female,13500,Nebo Chevrolet,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22001,Hatchback,Middletown
C_CND_012787,4/14/2023,Male,940000,Iceberg Rentals,Plymouth,Breeze,Overhead Camshaft,Manual,Pale White,16000,Hardtop,Janesville
C_CND_012788,4/14/2023,Male,13500,Pars Auto Sales,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Red,29001,Sedan,Greenville
C_CND_012789,4/14/2023,Male,1975000,Pitre Buick-Pontiac-Gmc of Scottsdale,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,41501,Passenger,Pasco
C_CND_012790,4/14/2023,Female,1080000,Progressive Shippers Cooperative Association No,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,23001,SUV,Janesville
C_CND_012791,4/15/2023,Female,13500,Clay Johnson Auto Sales,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,21000,Hardtop,Aurora
C_CND_012792,4/15/2023,Female,757000,Progressive Shippers Cooperative Association No,Mercury,Grand Marquis,Overhead Camshaft,Manual,Black,49000,SUV,Janesville
C_CND_012793,4/15/2023,Male,13500,Rabun Used Car Sales,BMW,528i,Overhead Camshaft,Manual,Pale White,14000,SUV,Scottsdale
C_CND_012794,4/15/2023,Male,2150000,Race Car Help,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,Sedan,Austin
C_CND_012795,4/15/2023,Male,746000,Ryder Truck Rental and Leasing,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Middletown
C_CND_012796,4/15/2023,Male,990000,Saab-Belle Dodge,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,Passenger,Aurora
C_CND_012797,4/15/2023,Male,13500,Scrivener Performance Engineering,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,Passenger,Greenville
C_CND_012798,4/15/2023,Male,1540000,Star Enterprises Inc,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Pasco
C_CND_012799,4/15/2023,Male,1420000,New Castle Ford Lincoln Mercury,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36000,Hatchback,Aurora
C_CND_012800,4/15/2023,Male,1182000,Pars Auto Sales,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Red,25200,Passenger,Greenville
C_CND_012801,4/15/2023,Male,1420000,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,18000,Hatchback,Pasco
C_CND_012802,4/15/2023,Male,870000,Star Enterprises Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,Hardtop,Pasco
C_CND_012803,4/15/2023,Male,960000,Rabun Used Car Sales,BMW,328i,Overhead Camshaft,Manual,Black,69000,Sedan,Scottsdale
C_CND_012804,4/15/2023,Female,13500,Race Car Help,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Austin
C_CND_012805,4/15/2023,Female,1758000,Ryder Truck Rental and Leasing,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36800,Sedan,Middletown
C_CND_012806,4/15/2023,Male,2250000,Saab-Belle Dodge,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,Sedan,Aurora
C_CND_012807,4/15/2023,Male,13500,Suburban Ford,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000,Hatchback,Janesville
C_CND_012808,4/15/2023,Female,450000,Tri-State Mack Inc,Ford,Mustang,Overhead Camshaft,Manual,Red,25000,Hatchback,Scottsdale
C_CND_012809,4/15/2023,Female,807000,U-Haul CO,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Austin
C_CND_012810,4/15/2023,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,Passenger,Middletown
C_CND_012811,4/15/2023,Female,530000,C & M Motors Inc,Hyundai,Accent,Overhead Camshaft,Manual,Black,18000,Hatchback,Aurora
C_CND_012812,4/15/2023,Male,13500,Capitol KIA,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,19000,Sedan,Greenville
C_CND_012813,4/15/2023,Female,565000,Chrysler of Tri-Cities,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41000,Sedan,Pasco
C_CND_012814,4/15/2023,Male,470000,Chrysler Plymouth,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,Passenger,Janesville
C_CND_012815,4/15/2023,Male,673000,Capitol KIA,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,22000,Sedan,Greenville
C_CND_012816,4/15/2023,Male,728000,Chrysler of Tri-Cities,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21001,SUV,Pasco
C_CND_012817,4/15/2023,Female,741000,Chrysler Plymouth,Chevrolet,Lumina,Overhead Camshaft,Manual,Red,12001,Passenger,Janesville
C_CND_012818,4/15/2023,Male,600000,Classic Chevy,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22001,Hatchback,Scottsdale
C_CND_012819,4/15/2023,Male,695000,Clay Johnson Auto Sales,Lincoln,Town car,Overhead Camshaft,Manual,Black,17001,Hatchback,Austin
C_CND_012820,4/15/2023,Male,635000,Pitre Buick-Pontiac-Gmc of Scottsdale,Nissan,Pathfinder,Overhead Camshaft,Manual,Red,11000,Hardtop,Pasco
C_CND_012821,4/15/2023,Male,13500,Ryder Truck Rental and Leasing,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,Hardtop,Middletown
C_CND_012822,4/15/2023,Female,672000,Gartner Buick Hyundai Saab,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,SUV,Greenville
C_CND_012823,4/15/2023,Male,920000,Rabun Used Car Sales,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69001,Sedan,Scottsdale
C_CND_012824,4/15/2023,Male,885000,Race Car Help,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12001,Hatchback,Austin
C_CND_012825,4/15/2023,Male,751000,Ryder Truck Rental and Leasing,Hyundai,Sonata,Overhead Camshaft,Manual,Black,15001,SUV,Middletown
C_CND_012826,4/15/2023,Male,792000,Saab-Belle Dodge,BMW,528i,Overhead Camshaft,Manual,Black,21001,SUV,Aurora
C_CND_012827,4/15/2023,Male,1051500,Scrivener Performance Engineering,Audi,A6,Overhead Camshaft,Manual,Pale White,14151,SUV,Greenville
C_CND_012828,4/15/2023,Male,906000,Star Enterprises Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26001,SUV,Pasco
C_CND_012829,4/15/2023,Male,757500,Suburban Ford,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25501,SUV,Janesville
C_CND_012830,4/15/2023,Female,583000,Tri-State Mack Inc,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12001,Sedan,Scottsdale
C_CND_012831,4/16/2023,Male,430000,Race Car Help,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,Hardtop,Pasco
C_CND_012832,4/16/2023,Male,1410000,Tri-State Mack Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Scottsdale
C_CND_012833,4/16/2023,Male,13500,U-Haul CO,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49000,Hatchback,Austin
C_CND_012834,4/16/2023,Female,902000,Progressive Shippers Cooperative Association No,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54000,Sedan,Janesville
C_CND_012835,4/16/2023,Female,13500,Rabun Used Car Sales,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21000,Hatchback,Scottsdale
C_CND_012836,4/16/2023,Female,600000,Race Car Help,BMW,328i,Overhead Camshaft,Manual,Black,69000,Sedan,Austin
C_CND_012837,4/16/2023,Male,722000,Ryder Truck Rental and Leasing,Honda,Passport,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hardtop,Janesville
C_CND_012838,4/16/2023,Male,1570000,Scrivener Performance Engineering,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Greenville
C_CND_012839,4/16/2023,Male,1300000,Star Enterprises Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Pasco
C_CND_012840,4/16/2023,Male,950000,Suburban Ford,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31000,Sedan,Janesville
C_CND_012841,4/16/2023,Male,1385000,Suburban Ford,Dodge,Caravan,Overhead Camshaft,Manual,Red,24500,Hardtop,Janesville
C_CND_012842,4/16/2023,Female,950000,U-Haul CO,Plymouth,Neon,Overhead Camshaft,Manual,Black,29000,SUV,Austin
C_CND_012843,4/16/2023,Male,1050000,Progressive Shippers Cooperative Association No,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31000,SUV,Janesville
C_CND_012844,4/16/2023,Male,629000,Rabun Used Car Sales,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,SUV,Scottsdale
C_CND_012845,4/16/2023,Male,482500,Classic Chevy,BMW,528i,Overhead Camshaft,Manual,Pale White,14500,SUV,Scottsdale
C_CND_012846,4/16/2023,Female,482500,Clay Johnson Auto Sales,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41500,SUV,Austin
C_CND_012847,4/16/2023,Male,760000,Star Enterprises Inc,Infiniti,I30,Overhead Camshaft,Manual,Red,22000,Hardtop,Pasco
C_CND_012848,4/16/2023,Male,360000,U-Haul CO,Saturn,SC,Overhead Camshaft,Manual,Red,61000,Hardtop,Austin
C_CND_012849,4/16/2023,Male,13500,Gartner Buick Hyundai Saab,Volvo,S40,Overhead Camshaft,Manual,Red,22001,Sedan,Greenville
C_CND_012850,4/16/2023,Female,550000,Hatfield Volkswagen,Dodge,Durango,Overhead Camshaft,Manual,Red,31001,SUV,Pasco
C_CND_012851,4/16/2023,Female,607000,Saab-Belle Dodge,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hardtop,Aurora
C_CND_012852,4/16/2023,Female,672000,Hatfield Volkswagen,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Hatchback,Pasco
C_CND_012853,4/16/2023,Male,555000,Iceberg Rentals,Mercedes-B,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Sedan,Janesville
C_CND_012854,4/16/2023,Male,810000,Suburban Ford,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17000,Hardtop,Janesville
C_CND_012855,4/16/2023,Male,915000,Motor Vehicle Branch Office,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,Hatchback,Austin
C_CND_012856,4/16/2023,Male,603000,U-Haul CO,Oldsmobile,Alero,Overhead Camshaft,Manual,Black,17000,Hardtop,Austin
C_CND_012857,4/16/2023,Male,352500,New Castle Ford Lincoln Mercury,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21500,Passenger,Aurora
C_CND_012858,4/16/2023,Male,600000,Pars Auto Sales,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Black,17000,Sedan,Greenville
C_CND_012859,4/16/2023,Male,13500,U-Haul CO,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25001,SUV,Austin
C_CND_012860,4/16/2023,Female,920000,Progressive Shippers Cooperative Association No,Plymouth,Voyager,Overhead Camshaft,Manual,Red,12001,Passenger,Middletown
C_CND_012861,4/16/2023,Male,655800,McKinney Dodge Chrysler Jeep,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45800,Hardtop,Scottsdale
C_CND_012862,4/16/2023,Male,13500,Star Enterprises Inc,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12000,Hardtop,Pasco
C_CND_012863,4/16/2023,Male,695000,Ryder Truck Rental and Leasing,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19001,Hatchback,Pasco
C_CND_012864,4/16/2023,Male,642000,Saab-Belle Dodge,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,Hatchback,Janesville
C_CND_012865,4/16/2023,Male,900000,Scrivener Performance Engineering,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31001,SUV,Scottsdale
C_CND_012866,4/17/2023,Female,1020000,Saab-Belle Dodge,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hatchback,Aurora
C_CND_012867,4/17/2023,Male,640000,Scrivener Performance Engineering,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Passenger,Greenville
C_CND_012868,4/17/2023,Female,1000050,Star Enterprises Inc,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,Passenger,Pasco
C_CND_012869,4/17/2023,Male,475000,Star Enterprises Inc,Mercury,Mountaineer,Overhead Camshaft,Manual,Red,21000,Hardtop,Middletown
C_CND_012870,4/17/2023,Male,1800000,Tri-State Mack Inc,Dodge,Intrepid,Overhead Camshaft,Manual,Black,11000,Sedan,Scottsdale
C_CND_012871,4/17/2023,Male,720000,Classic Chevy,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hardtop,Janesville
C_CND_012872,4/17/2023,Male,13500,Race Car Help,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,Passenger,Austin
C_CND_012873,4/17/2023,Female,13500,Ryder Truck Rental and Leasing,Mitsubishi,3000GT,Overhead Camshaft,Manual,Black,18000,Sedan,Middletown
C_CND_012874,4/17/2023,Female,669000,Saab-Belle Dodge,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Aurora
C_CND_012875,4/17/2023,Male,850000,Scrivener Performance Engineering,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Greenville
C_CND_012876,4/17/2023,Female,600000,Star Enterprises Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,16000,Passenger,Pasco
C_CND_012877,4/17/2023,Male,13500,Progressive Shippers Cooperative Association No,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16000,Hardtop,Janesville
C_CND_012878,4/17/2023,Male,620250,McKinney Dodge Chrysler Jeep,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18251,Hatchback,Scottsdale
C_CND_012879,4/17/2023,Female,480000,Motor Vehicle Branch Office,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,69001,SUV,Austin
C_CND_012880,4/17/2023,Male,710000,Nebo Chevrolet,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,SUV,Middletown
C_CND_012881,4/17/2023,Female,13500,New Castle Ford Lincoln Mercury,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Aurora
C_CND_012882,4/17/2023,Male,630000,Pars Auto Sales,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000,SUV,Greenville
C_CND_012883,4/17/2023,Male,420000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,22000,SUV,Pasco
C_CND_012884,4/17/2023,Male,690000,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,TL,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Pasco
C_CND_012885,4/17/2023,Female,13500,Progressive Shippers Cooperative Association No,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,Sedan,Janesville
C_CND_012886,4/17/2023,Male,1350000,Rabun Used Car Sales,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,31001,Hatchback,Scottsdale
C_CND_012887,4/17/2023,Male,930000,Race Car Help,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,Passenger,Austin
C_CND_012888,4/17/2023,Male,510000,Ryder Truck Rental and Leasing,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Red,57000,SUV,Middletown
C_CND_012889,4/17/2023,Male,725500,Saab-Belle Dodge,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21500,Sedan,Aurora
C_CND_012890,4/17/2023,Female,460000,Star Enterprises Inc,Ford,Taurus,DoubleÂ Overhead Camshaft,Auto,Black,12001,SUV,Austin
C_CND_012891,4/17/2023,Female,580000,Suburban Ford,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,27001,Passenger,Middletown
C_CND_012892,4/17/2023,Female,595000,Rabun Used Car Sales,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,21000,Hardtop,Scottsdale
C_CND_012893,4/17/2023,Female,630000,U-Haul CO,Acura,RL,Overhead Camshaft,Manual,Red,31001,SUV,Greenville
C_CND_012894,4/17/2023,Female,653000,Buddy Storbeck's Diesel Service Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,SUV,Pasco
C_CND_012895,4/17/2023,Female,620000,C & M Motors Inc,Audi,A6,Overhead Camshaft,Manual,Black,25001,SUV,Janesville
C_CND_012896,4/18/2023,Male,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,14000,SUV,Middletown
C_CND_012897,4/18/2023,Female,13500,C & M Motors Inc,Ford,Taurus,Overhead Camshaft,Manual,Black,43001,SUV,Aurora
C_CND_012898,4/18/2023,Male,905000,Hatfield Volkswagen,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Red,39000,Hardtop,Scottsdale
C_CND_012899,4/18/2023,Female,1800000,Chrysler of Tri-Cities,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Pasco
C_CND_012900,4/18/2023,Male,13500,Iceberg Rentals,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Hardtop,Austin
C_CND_012901,4/18/2023,Female,1560000,Classic Chevy,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,Hatchback,Scottsdale
C_CND_012902,4/18/2023,Female,1500000,Clay Johnson Auto Sales,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,SUV,Austin
C_CND_012903,4/18/2023,Female,1055000,McKinney Dodge Chrysler Jeep,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45500,Hardtop,Middletown
C_CND_012904,4/18/2023,Female,661000,Suburban Ford,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,Hardtop,Aurora
C_CND_012905,4/18/2023,Male,13500,Tri-State Mack Inc,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Scottsdale
C_CND_012906,4/18/2023,Male,5500000,U-Haul CO,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,Hatchback,Austin
C_CND_012907,4/18/2023,Male,2350000,Buddy Storbeck's Diesel Service Inc,Volvo,S40,Overhead Camshaft,Manual,Red,22000,Sedan,Middletown
